row	strain	query	array	present	category
17116	MAK16g1-RKI1-TRg-8	MAK16g1	RKI1-TRg-8	yes	double
17117	MAK16g1-NIP7-TRg-3	MAK16g1	NIP7-TRg-3	yes	double
17118	MAK16g1-RPL33A-NRg-12	MAK16g1	RPL33A-NRg-12	yes	double
17119	MAK16g1-SAM50-TRg-4	MAK16g1	SAM50-TRg-4	yes	double
17120	MAK16g1-NOP4-NRg-1	MAK16g1	NOP4-NRg-1	yes	double
17121	MAK16g1-NOP4-NRg-3	MAK16g1	NOP4-NRg-3	yes	double
17122	MAK16g1-SMX2-TRg-5	MAK16g1	SMX2-TRg-5	yes	double
17123	MAK16g1-POL12-NRg-2	MAK16g1	POL12-NRg-2	yes	double
17124	MAK16g1-BMS1-NRg-2	MAK16g1	BMS1-NRg-2	yes	double
17125	MAK16g1-RPA190-TRg-5	MAK16g1	RPA190-TRg-5	yes	double
17126	MAK16g1-ALG14-NRg-4	MAK16g1	ALG14-NRg-4	yes	double
17127	MAK16g1-ALG14-NRg-1	MAK16g1	ALG14-NRg-1	yes	double
17128	MAK16g1-PRE5-NRg-1	MAK16g1	PRE5-NRg-1	yes	double
17129	MAK16g1-BIG1-NRg-2	MAK16g1	BIG1-NRg-2	yes	double
17130	MAK16g1-TFA2-TRg-4	MAK16g1	TFA2-TRg-4	yes	double
17131	MAK16g1-IMP4-TRg-6	MAK16g1	IMP4-TRg-6	yes	double
17132	MAK16g1-PAN1-NRg-1	MAK16g1	PAN1-NRg-1	yes	double
17133	MAK16g1-UTP13-TRg-2	MAK16g1	UTP13-TRg-2	yes	double
17134	MAK16g1-KAE1-NRg-3	MAK16g1	KAE1-NRg-3	yes	double
17135	MAK16g1-ERG20-TRg-1	MAK16g1	ERG20-TRg-1	yes	double
17136	MAK16g1-CDC20-TRg-6	MAK16g1	CDC20-TRg-6	yes	double
17137	MAK16g1-PWP2-NRg-2	MAK16g1	PWP2-NRg-2	yes	double
17138	MAK16g1-COG1-NRg-1	MAK16g1	COG1-NRg-1	yes	double
17139	MAK16g1-RPL1B-TRg-4	MAK16g1	RPL1B-TRg-4	yes	double
17140	MAK16g1-RPL1B-TRg-7	MAK16g1	RPL1B-TRg-7	yes	double
17141	MAK16g1-UTP20-TRg-3	MAK16g1	UTP20-TRg-3	yes	double
17142	MAK16g1-UTP20-TRg-4	MAK16g1	UTP20-TRg-4	yes	double
17143	MAK16g1-RPL25-TRg-4	MAK16g1	RPL25-TRg-4	yes	double
17144	MAK16g1-RPL25-TRg-2	MAK16g1	RPL25-TRg-2	yes	double
17145	MAK16g1-MCM7-NRg-1	MAK16g1	MCM7-NRg-1	yes	double
17146	MAK16g1-MRP49-TRg-5	MAK16g1	MRP49-TRg-5	yes	double
17147	MAK16g1-ERO1-NRg-3	MAK16g1	ERO1-NRg-3	yes	double
17148	MAK16g1-UTP5-TRg-7	MAK16g1	UTP5-TRg-7	yes	double
17149	MAK16g1-MCM4-NRg-1	MAK16g1	MCM4-NRg-1	yes	double
17150	MAK16g1-PRE3-NRg-1	MAK16g1	PRE3-NRg-1	yes	double
17151	MAK16g1-FCF1-NRg-1	MAK16g1	FCF1-NRg-1	yes	double
17152	MAK16g1-CUS1-NRg-1	MAK16g1	CUS1-NRg-1	yes	double
17153	MAK16g1-PSF1-TRg-2	MAK16g1	PSF1-TRg-2	yes	double
17154	MAK16g1-BCP1-TRg-2	MAK16g1	BCP1-TRg-2	yes	double
17155	MAK16g1-PAN1-TRg-1	MAK16g1	PAN1-TRg-1	yes	double
17156	MAK16g1-PAN1-TRg-3	MAK16g1	PAN1-TRg-3	yes	double
17157	MAK16g1-PAN1-TRg-4	MAK16g1	PAN1-TRg-4	yes	double
17158	MAK16g1-VPS3-TRg-2	MAK16g1	VPS3-TRg-2	yes	double
17159	MAK16g1-YIL060W-NRg-1	MAK16g1	YIL060W-NRg-1	yes	double
17160	MAK16g1-VPS53-NRg-1	MAK16g1	VPS53-NRg-1	yes	double
17161	MAK16g1-CYR1-TRg-4	MAK16g1	CYR1-TRg-4	yes	double
17162	MAK16g1-CYR1-TRg-7	MAK16g1	CYR1-TRg-7	yes	double
17163	MAK16g1-MPS1-NRg-1	MAK16g1	MPS1-NRg-1	yes	double
17164	MAK16g1-SRP1-TRg-5	MAK16g1	SRP1-TRg-5	yes	double
17165	MAK16g1-SRP1-TRg-4	MAK16g1	SRP1-TRg-4	yes	double
17166	MAK16g1-TAF12-TRg-2	MAK16g1	TAF12-TRg-2	yes	double
17167	MAK16g1-TAF12-TRg-3	MAK16g1	TAF12-TRg-3	yes	double
17168	MAK16g1-POP4-TRg-1	MAK16g1	POP4-TRg-1	yes	double
17169	MAK16g1-SPT16-TRg-1	MAK16g1	SPT16-TRg-1	yes	double
17170	MAK16g1-NUP82-TRg-4	MAK16g1	NUP82-TRg-4	yes	double
17171	MAK16g1-DML1-TRg-3	MAK16g1	DML1-TRg-3	yes	double
17172	MAK16g1-RPA43-NRg-3	MAK16g1	RPA43-NRg-3	yes	double
17173	MAK16g1-STU2-NRg-3	MAK16g1	STU2-NRg-3	yes	double
17174	MAK16g1-POP4-NRg-4	MAK16g1	POP4-NRg-4	yes	double
17175	MAK16g1-MCD1-TRg-2	MAK16g1	MCD1-TRg-2	yes	double
17176	MAK16g1-RPS3-NRg-4	MAK16g1	RPS3-NRg-4	yes	double
17177	MAK16g1-PRP9-TRg-4	MAK16g1	PRP9-TRg-4	yes	double
17178	MAK16g1-RPP1-NRg-2	MAK16g1	RPP1-NRg-2	yes	double
17179	MAK16g1-MTR2-NRg-11	MAK16g1	MTR2-NRg-11	yes	double
17180	MAK16g1-GCD11-TRg-1	MAK16g1	GCD11-TRg-1	yes	double
17181	MAK16g1-RPF1-TRg-3	MAK16g1	RPF1-TRg-3	yes	double
17182	MAK16g1-SUB2-NRg-4	MAK16g1	SUB2-NRg-4	yes	double
17183	MAK16g1-GPI15-TRg-3	MAK16g1	GPI15-TRg-3	yes	double
17184	MAK16g1-ERG9-TRg-6	MAK16g1	ERG9-TRg-6	yes	double
17185	MAK16g1-RPT2-NRg-1	MAK16g1	RPT2-NRg-1	yes	double
17186	MAK16g1-YOS1-NRg-3	MAK16g1	YOS1-NRg-3	yes	double
17187	MAK16g1-SCM3-TRg-4	MAK16g1	SCM3-TRg-4	yes	double
17188	MAK16g1-SCM3-TRg-6	MAK16g1	SCM3-TRg-6	yes	double
17189	MAK16g1-RLP7-NRg-1	MAK16g1	RLP7-NRg-1	yes	double
17190	MAK16g1-TFB2-NRg-4	MAK16g1	TFB2-NRg-4	yes	double
17191	MAK16g1-IMP4-TRg-1	MAK16g1	IMP4-TRg-1	yes	double
17192	MAK16g1-IMP4-TRg-3	MAK16g1	IMP4-TRg-3	yes	double
17193	MAK16g1-PRE4-TRg-3	MAK16g1	PRE4-TRg-3	yes	double
17194	MAK16g1-SUB2-TRg-3	MAK16g1	SUB2-TRg-3	yes	double
17195	MAK16g1-RPP0-NRg-4	MAK16g1	RPP0-NRg-4	yes	double
17196	MAK16g1-RPP0-NRg-3	MAK16g1	RPP0-NRg-3	yes	double
17197	MAK16g1-TOM40-TRg-4	MAK16g1	TOM40-TRg-4	yes	double
17198	MAK16g1-FUR1-NRg-12	MAK16g1	FUR1-NRg-12	yes	double
17199	MAK16g1-TOM40-TRg-2	MAK16g1	TOM40-TRg-2	yes	double
17200	MAK16g1-VMA11-NRg-4	MAK16g1	VMA11-NRg-4	yes	double
17201	MAK16g1-PGS1-NRg-4	MAK16g1	PGS1-NRg-4	yes	double
17202	MAK16g1-URB1-TRg-4	MAK16g1	URB1-TRg-4	yes	double
17203	MAK16g1-ARP4-TRg-3	MAK16g1	ARP4-TRg-3	yes	double
17204	MAK16g1-RPT3-TRg-3	MAK16g1	RPT3-TRg-3	yes	double
17205	MAK16g1-SUI3-TRg-3	MAK16g1	SUI3-TRg-3	yes	double
17206	MAK16g1-RFC5-NRg-2	MAK16g1	RFC5-NRg-2	yes	double
17207	MAK16g1-RRP14-TRg-2	MAK16g1	RRP14-TRg-2	yes	double
17208	MAK16g1-SCC2-TRg-1	MAK16g1	SCC2-TRg-1	yes	double
17209	MAK16g1-SSC1-TRg-3	MAK16g1	SSC1-TRg-3	yes	double
17210	MAK16g1-RRP9-TRg-3	MAK16g1	RRP9-TRg-3	yes	double
17211	MAK16g1-MOT1-NRg-9	MAK16g1	MOT1-NRg-9	yes	double
17212	MAK16g1-RPL42A-NRg-2	MAK16g1	RPL42A-NRg-2	yes	double
17213	MAK16g1-SEC16-TRg-7	MAK16g1	SEC16-TRg-7	yes	double
17214	MAK16g1-IMP4-NRg-2	MAK16g1	IMP4-NRg-2	yes	double
17215	MAK16g1-YEF3-NRg-4	MAK16g1	YEF3-NRg-4	yes	double
17216	MAK16g1-PUP1-TRg-1	MAK16g1	PUP1-TRg-1	yes	double
17217	MAK16g1-UTP22-TRg-6	MAK16g1	UTP22-TRg-6	yes	double
17218	MAK16g1-DBP2-NRg-4	MAK16g1	DBP2-NRg-4	yes	double
17219	MAK16g1-PRE2-TRg-7	MAK16g1	PRE2-TRg-7	yes	double
17220	MAK16g1-ATP16-TRg-6	MAK16g1	ATP16-TRg-6	yes	double
17221	MAK16g1-UTP13-TRg-4	MAK16g1	UTP13-TRg-4	yes	double
17222	MAK16g1-DOP1-NRg-4	MAK16g1	DOP1-NRg-4	yes	double
17223	MAK16g1-TIM44-TRg-3	MAK16g1	TIM44-TRg-3	yes	double
17224	MAK16g1-ATP16-TRg-2	MAK16g1	ATP16-TRg-2	yes	double
17225	MAK16g1-ENP1-NRg-3	MAK16g1	ENP1-NRg-3	yes	double
17226	MAK16g1-NAF1-TRg-3	MAK16g1	NAF1-TRg-3	yes	double
17227	MAK16g1-COG4-TRg-2	MAK16g1	COG4-TRg-2	yes	double
17228	MAK16g1-SOG2-TRg-7	MAK16g1	SOG2-TRg-7	yes	double
17229	MAK16g1-YDR341C-TRg-3	MAK16g1	YDR341C-TRg-3	yes	double
17230	MAK16g1-YMR290W-A-TRg-10	MAK16g1	YMR290W-A-TRg-10	yes	double
17231	MAK16g1-NUP192-NRg-9	MAK16g1	NUP192-NRg-9	yes	double
17232	MAK16g1-RPS31-NRg-8	MAK16g1	RPS31-NRg-8	yes	double
17233	MAK16g1-SPC97-NRg-6	MAK16g1	SPC97-NRg-6	yes	double
17234	MAK16g1-EBP2-NRg-1	MAK16g1	EBP2-NRg-1	yes	double
17235	MAK16g1-CDC48-TRg-5	MAK16g1	CDC48-TRg-5	yes	double
17236	MAK16g1-RPT1-TRg-4	MAK16g1	RPT1-TRg-4	yes	double
17237	MAK16g1-ULP1-NRg-2	MAK16g1	ULP1-NRg-2	yes	double
17238	MAK16g1-RPN3-TRg-6	MAK16g1	RPN3-TRg-6	yes	double
17239	MAK16g1-RPT1-TRg-5	MAK16g1	RPT1-TRg-5	yes	double
17240	MAK16g1-KRE5-TRg-2	MAK16g1	KRE5-TRg-2	yes	double
17241	MAK16g1-TBF1-NRg-8	MAK16g1	TBF1-NRg-8	yes	double
17242	MAK16g1-UTP22-NRg-4	MAK16g1	UTP22-NRg-4	yes	double
17243	MAK16g1-SSC1-NRg-4	MAK16g1	SSC1-NRg-4	yes	double
17244	MAK16g1-REB1-TRg-4	MAK16g1	REB1-TRg-4	yes	double
17245	MAK16g1-CDC48-NRg-9	MAK16g1	CDC48-NRg-9	yes	double
17246	MAK16g1-FAS2-TRg-8	MAK16g1	FAS2-TRg-8	yes	double
17247	MAK16g1-TAO3-TRg-8	MAK16g1	TAO3-TRg-8	yes	double
17248	MAK16g1-CKS1-TRg-5	MAK16g1	CKS1-TRg-5	yes	double
17249	MAK16g1-YLR379W-TRg-7	MAK16g1	YLR379W-TRg-7	yes	double
17250	MAK16g1-TEN1-NRg-2	MAK16g1	TEN1-NRg-2	yes	double
17251	MAK16g1-RPL42A-TRg-2	MAK16g1	RPL42A-TRg-2	yes	double
17252	MAK16g1-SEC27-TRg-4	MAK16g1	SEC27-TRg-4	yes	double
17253	MAK16g1-TBF1-NRg-4	MAK16g1	TBF1-NRg-4	yes	double
17254	MAK16g1-RPT1-NRg-6	MAK16g1	RPT1-NRg-6	yes	double
17255	MAK16g1-COG1-TRg-3	MAK16g1	COG1-TRg-3	yes	double
17256	MAK16g1-SUI1-TRg-6	MAK16g1	SUI1-TRg-6	yes	double
17257	MAK16g1-TIM23-TRg-6	MAK16g1	TIM23-TRg-6	yes	double
17258	MAK16g1-CDC48-NRg-6	MAK16g1	CDC48-NRg-6	yes	double
17259	MAK16g1-EPL1-TRg-5	MAK16g1	EPL1-TRg-5	yes	double
17260	MAK16g1-RPT5-TRg-8	MAK16g1	RPT5-TRg-8	yes	double
17261	MAK16g1-ATP16-NRg-4	MAK16g1	ATP16-NRg-4	yes	double
17262	MAK16g1-RPN6-TRg-3	MAK16g1	RPN6-TRg-3	yes	double
17263	MAK16g1-ERG9-NRg-6	MAK16g1	ERG9-NRg-6	yes	double
17264	MAK16g1-SMX3-TRg-1	MAK16g1	SMX3-TRg-1	yes	double
17265	MAK16g1-NCB2-NRg-3	MAK16g1	NCB2-NRg-3	yes	double
17266	MAK16g1-SEC16-NRg-12	MAK16g1	SEC16-NRg-12	yes	double
17267	MAK16g1-RPN6-TRg-2	MAK16g1	RPN6-TRg-2	yes	double
17268	MAK16g1-REB1-NRg-4	MAK16g1	REB1-NRg-4	yes	double
17269	MAK16g1-ATP16-TRg-9	MAK16g1	ATP16-TRg-9	yes	double
17270	MAK16g1-ERG9-NRg-7	MAK16g1	ERG9-NRg-7	yes	double
17271	YCR016Wg4-RPL15A-NRg-4	YCR016Wg4	RPL15A-NRg-4	yes	double
17272	YCR016Wg4-RPL15A-NRg-5	YCR016Wg4	RPL15A-NRg-5	yes	double
17273	YCR016Wg4-KRE33-TRg-1	YCR016Wg4	KRE33-TRg-1	yes	double
17274	YCR016Wg4-PMI40-NRg-1	YCR016Wg4	PMI40-NRg-1	yes	double
17275	YCR016Wg4-NOP19-NRg-3	YCR016Wg4	NOP19-NRg-3	yes	double
17276	YCR016Wg4-SRP14-NRg-4	YCR016Wg4	SRP14-NRg-4	yes	double
17277	YCR016Wg4-SEC27-TRg-2	YCR016Wg4	SEC27-TRg-2	yes	double
17278	YCR016Wg4-GPI14-TRg-3	YCR016Wg4	GPI14-TRg-3	yes	double
17279	YCR016Wg4-PAH1-TRg-7	YCR016Wg4	PAH1-TRg-7	yes	double
17280	YCR016Wg4-PAH1-TRg-6	YCR016Wg4	PAH1-TRg-6	yes	double
17281	YCR016Wg4-PAH1-TRg-5	YCR016Wg4	PAH1-TRg-5	yes	double
17282	YCR016Wg4-PAH1-TRg-3	YCR016Wg4	PAH1-TRg-3	yes	double
17283	YCR016Wg4-COG3-TRg-1	YCR016Wg4	COG3-TRg-1	yes	double
17284	YCR016Wg4-HTS1-NRg-5	YCR016Wg4	HTS1-NRg-5	yes	double
17285	YCR016Wg4-MSN5-TRg-7	YCR016Wg4	MSN5-TRg-7	yes	double
17286	YCR016Wg4-ERG26-TRg-1	YCR016Wg4	ERG26-TRg-1	yes	double
17287	YCR016Wg4-SMD2-TRg-5	YCR016Wg4	SMD2-TRg-5	yes	double
17288	YCR016Wg4-SMD2-TRg-4	YCR016Wg4	SMD2-TRg-4	yes	double
17289	YCR016Wg4-SMD2-TRg-1	YCR016Wg4	SMD2-TRg-1	yes	double
17290	YCR016Wg4-PRE7-TRg-4	YCR016Wg4	PRE7-TRg-4	yes	double
17291	YCR016Wg4-PRE7-TRg-7	YCR016Wg4	PRE7-TRg-7	yes	double
17292	YCR016Wg4-SEC6-TRg-3	YCR016Wg4	SEC6-TRg-3	yes	double
17293	YCR016Wg4-ESF2-NRg-1	YCR016Wg4	ESF2-NRg-1	yes	double
17294	YCR016Wg4-ESF2-NRg-3	YCR016Wg4	ESF2-NRg-3	yes	double
17295	YCR016Wg4-AFG2-TRg-2	YCR016Wg4	AFG2-TRg-2	yes	double
17296	YCR016Wg4-RRP36-TRg-3	YCR016Wg4	RRP36-TRg-3	yes	double
17297	YCR016Wg4-RRP36-TRg-5	YCR016Wg4	RRP36-TRg-5	yes	double
17298	YCR016Wg4-GCR1-NRg-2	YCR016Wg4	GCR1-NRg-2	yes	double
17299	YCR016Wg4-PRE4-NRg-4	YCR016Wg4	PRE4-NRg-4	yes	double
17300	YCR016Wg4-PRE4-NRg-9	YCR016Wg4	PRE4-NRg-9	yes	double
17301	YCR016Wg4-DSN1-NRg-2	YCR016Wg4	DSN1-NRg-2	yes	double
17302	YCR016Wg4-GPI11-TRg-3	YCR016Wg4	GPI11-TRg-3	yes	double
17303	YCR016Wg4-POP3-TRg-1	YCR016Wg4	POP3-TRg-1	yes	double
17304	YCR016Wg4-MNE1-TRg-5	YCR016Wg4	MNE1-TRg-5	yes	double
17305	YCR016Wg4-RRP12-NRg-1	YCR016Wg4	RRP12-NRg-1	yes	double
17306	YCR016Wg4-RSC6-TRg-2	YCR016Wg4	RSC6-TRg-2	yes	double
17307	YCR016Wg4-CDC25-TRg-1	YCR016Wg4	CDC25-TRg-1	yes	double
17308	YCR016Wg4-CDC25-TRg-9	YCR016Wg4	CDC25-TRg-9	yes	double
17309	YCR016Wg4-YPP1-NRg-3	YCR016Wg4	YPP1-NRg-3	yes	double
17310	YCR016Wg4-NFS1-NRg-9	YCR016Wg4	NFS1-NRg-9	yes	double
17311	YCR016Wg4-NFS1-NRg-8	YCR016Wg4	NFS1-NRg-8	yes	double
17312	YCR016Wg4-UBA2-TRg-1	YCR016Wg4	UBA2-TRg-1	yes	double
17313	YCR016Wg4-ARP2-NRg-3	YCR016Wg4	ARP2-NRg-3	yes	double
17314	YCR016Wg4-MAK16-TRg-1	YCR016Wg4	MAK16-TRg-1	yes	double
17315	YCR016Wg4-CEP3-NRg-1	YCR016Wg4	CEP3-NRg-1	yes	double
17316	YCR016Wg4-GUK1-TRg-5	YCR016Wg4	GUK1-TRg-5	yes	double
17317	YCR016Wg4-GUK1-TRg-2	YCR016Wg4	GUK1-TRg-2	yes	double
17318	YCR016Wg4-GPI12-NRg-6	YCR016Wg4	GPI12-NRg-6	yes	double
17319	YCR016Wg4-RPS5-NRg-5	YCR016Wg4	RPS5-NRg-5	yes	double
17320	YCR016Wg4-RPS5-NRg-2	YCR016Wg4	RPS5-NRg-2	yes	double
17321	YCR016Wg4-RPC19-NRg-1	YCR016Wg4	RPC19-NRg-1	yes	double
17322	YCR016Wg4-TIM54-TRg-1	YCR016Wg4	TIM54-TRg-1	yes	double
17323	YCR016Wg4-TEN1-TRg-2	YCR016Wg4	TEN1-TRg-2	yes	double
17324	YCR016Wg4-SAH1-NRg-4	YCR016Wg4	SAH1-NRg-4	yes	double
17325	YCR016Wg4-SAH1-NRg-5	YCR016Wg4	SAH1-NRg-5	yes	double
17326	YCR016Wg4-SAH1-NRg-3	YCR016Wg4	SAH1-NRg-3	yes	double
17327	YCR016Wg4-ATP15-NRg-5	YCR016Wg4	ATP15-NRg-5	yes	double
17328	YCR016Wg4-SCD5-TRg-5	YCR016Wg4	SCD5-TRg-5	yes	double
17329	YCR016Wg4-ARB1-NRg-2	YCR016Wg4	ARB1-NRg-2	yes	double
17330	YCR016Wg4-ARB1-NRg-4	YCR016Wg4	ARB1-NRg-4	yes	double
17331	YCR016Wg4-PUP2-TRg-1	YCR016Wg4	PUP2-TRg-1	yes	double
17332	YCR016Wg4-CCT8-TRg-2	YCR016Wg4	CCT8-TRg-2	yes	double
17333	YCR016Wg4-MCM4-TRg-1	YCR016Wg4	MCM4-TRg-1	yes	double
17334	YCR016Wg4-LSM4-TRg-1	YCR016Wg4	LSM4-TRg-1	yes	double
17335	YCR016Wg4-NOP53-NRg-1	YCR016Wg4	NOP53-NRg-1	yes	double
17336	YCR016Wg4-ATP3-TRg-4	YCR016Wg4	ATP3-TRg-4	yes	double
17337	YCR016Wg4-AFG2-NRg-3	YCR016Wg4	AFG2-NRg-3	yes	double
17338	YCR016Wg4-PRO3-NRg-3	YCR016Wg4	PRO3-NRg-3	yes	double
17339	YCR016Wg4-NRD1-NRg-10	YCR016Wg4	NRD1-NRg-10	yes	double
17340	YCR016Wg4-SEC61-TRg-2	YCR016Wg4	SEC61-TRg-2	yes	double
17341	YCR016Wg4-RHO3-TRg-4	YCR016Wg4	RHO3-TRg-4	yes	double
17342	YCR016Wg4-SNF2-TRg-6	YCR016Wg4	SNF2-TRg-6	yes	double
17343	YCR016Wg4-SMD2-NRg-3	YCR016Wg4	SMD2-NRg-3	yes	double
17344	YCR016Wg4-RSC4-TRg-2	YCR016Wg4	RSC4-TRg-2	yes	double
17345	YCR016Wg4-RSC4-TRg-1	YCR016Wg4	RSC4-TRg-1	yes	double
17346	YCR016Wg4-TIF34-TRg-2	YCR016Wg4	TIF34-TRg-2	yes	double
17347	YCR016Wg4-BET1-NRg-1	YCR016Wg4	BET1-NRg-1	yes	double
17348	YCR016Wg4-CDC8-NRg-2	YCR016Wg4	CDC8-NRg-2	yes	double
17349	YCR016Wg4-PRP42-TRg-2	YCR016Wg4	PRP42-TRg-2	yes	double
17350	YCR016Wg4-RRB1-TRg-2	YCR016Wg4	RRB1-TRg-2	yes	double
17351	YCR016Wg4-SPC24-TRg-1	YCR016Wg4	SPC24-TRg-1	yes	double
17352	YCR016Wg4-ILS1-NRg-1	YCR016Wg4	ILS1-NRg-1	yes	double
17353	YCR016Wg4-GFA1-TRg-2	YCR016Wg4	GFA1-TRg-2	yes	double
17354	YCR016Wg4-SEC21-NRg-10	YCR016Wg4	SEC21-NRg-10	yes	double
17355	YCR016Wg4-RPC10-NRg-1	YCR016Wg4	RPC10-NRg-1	yes	double
17356	YCR016Wg4-RPB10-TRg-3	YCR016Wg4	RPB10-TRg-3	yes	double
17357	YCR016Wg4-RPB10-TRg-2	YCR016Wg4	RPB10-TRg-2	yes	double
17358	YCR016Wg4-YNL181W-TRg-1	YCR016Wg4	YNL181W-TRg-1	yes	double
17359	YCR016Wg4-RAD3-NRg-1	YCR016Wg4	RAD3-NRg-1	yes	double
17360	YCR016Wg4-NOP10-TRg-1	YCR016Wg4	NOP10-TRg-1	yes	double
17361	YCR016Wg4-BFR2-TRg-3	YCR016Wg4	BFR2-TRg-3	yes	double
17362	YCR016Wg4-MCM2-TRg-6	YCR016Wg4	MCM2-TRg-6	yes	double
17363	YCR016Wg4-MCM2-TRg-4	YCR016Wg4	MCM2-TRg-4	yes	double
17364	YCR016Wg4-MPP10-TRg-1	YCR016Wg4	MPP10-TRg-1	yes	double
17365	YCR016Wg4-RET2-TRg-4	YCR016Wg4	RET2-TRg-4	yes	double
17366	YCR016Wg4-RET2-TRg-1	YCR016Wg4	RET2-TRg-1	yes	double
17367	YCR016Wg4-RPS2-NRg-1	YCR016Wg4	RPS2-NRg-1	yes	double
17368	YCR016Wg4-RPS2-NRg-2	YCR016Wg4	RPS2-NRg-2	yes	double
17369	YCR016Wg4-ORC4-NRg-3	YCR016Wg4	ORC4-NRg-3	yes	double
17370	YCR016Wg4-TIP20-TRg-7	YCR016Wg4	TIP20-TRg-7	yes	double
17371	YCR016Wg4-SMT3-TRg-1	YCR016Wg4	SMT3-TRg-1	yes	double
17372	YCR016Wg4-MSS18-NRg-6	YCR016Wg4	MSS18-NRg-6	yes	double
17373	YCR016Wg4-YEF3-NRg-9	YCR016Wg4	YEF3-NRg-9	yes	double
17374	YCR016Wg4-ASK1-NRg-1	YCR016Wg4	ASK1-NRg-1	yes	double
17375	YCR016Wg4-SMC1-TRg-1	YCR016Wg4	SMC1-TRg-1	yes	double
17376	YCR016Wg4-NIP1-NRg-1	YCR016Wg4	NIP1-NRg-1	yes	double
17377	YCR016Wg4-RPP1-NRg-1	YCR016Wg4	RPP1-NRg-1	yes	double
17378	YCR016Wg4-YDJ1-TRg-6	YCR016Wg4	YDJ1-TRg-6	yes	double
17379	YCR016Wg4-SUB2-NRg-1	YCR016Wg4	SUB2-NRg-1	yes	double
17380	YCR016Wg4-TIM10-NRg-8	YCR016Wg4	TIM10-NRg-8	yes	double
17381	YCR016Wg4-TIM10-NRg-4	YCR016Wg4	TIM10-NRg-4	yes	double
17382	YCR016Wg4-TIM10-NRg-7	YCR016Wg4	TIM10-NRg-7	yes	double
17383	YCR016Wg4-SKI6-TRg-4	YCR016Wg4	SKI6-TRg-4	yes	double
17384	YCR016Wg4-TUB4-TRg-1	YCR016Wg4	TUB4-TRg-1	yes	double
17385	YCR016Wg4-CDC37-NRg-2	YCR016Wg4	CDC37-NRg-2	yes	double
17386	YCR016Wg4-ISD11-TRg-3	YCR016Wg4	ISD11-TRg-3	yes	double
17387	YCR016Wg4-YOS1-TRg-4	YCR016Wg4	YOS1-TRg-4	yes	double
17388	YCR016Wg4-SSC1-TRg-6	YCR016Wg4	SSC1-TRg-6	yes	double
17389	YCR016Wg4-MTR3-TRg-5	YCR016Wg4	MTR3-TRg-5	yes	double
17390	YCR016Wg4-MTR3-TRg-6	YCR016Wg4	MTR3-TRg-6	yes	double
17391	YCR016Wg4-TFA1-TRg-2	YCR016Wg4	TFA1-TRg-2	yes	double
17392	YCR016Wg4-CDC3-NRg-3	YCR016Wg4	CDC3-NRg-3	yes	double
17393	YCR016Wg4-ERG25-TA-18	YCR016Wg4	ERG25-TA-18	yes	double
17394	YCR016Wg4-RPB11-TRg-4	YCR016Wg4	RPB11-TRg-4	yes	double
17395	YCR016Wg4-RPB11-TRg-1	YCR016Wg4	RPB11-TRg-1	yes	double
17396	YCR016Wg4-RPB11-TRg-2	YCR016Wg4	RPB11-TRg-2	yes	double
17397	YCR016Wg4-DED1-TRg-3	YCR016Wg4	DED1-TRg-3	yes	double
17398	YCR016Wg4-DED1-TRg-1	YCR016Wg4	DED1-TRg-1	yes	double
17399	YCR016Wg4-DED1-TRg-6	YCR016Wg4	DED1-TRg-6	yes	double
17400	YCR016Wg4-DED1-TRg-4	YCR016Wg4	DED1-TRg-4	yes	double
17401	YCR016Wg4-RPL10-NRg-5	YCR016Wg4	RPL10-NRg-5	yes	double
17402	YCR016Wg4-RPL10-NRg-4	YCR016Wg4	RPL10-NRg-4	yes	double
17403	YCR016Wg4-EFB1-NRg-1	YCR016Wg4	EFB1-NRg-1	yes	double
17404	YCR016Wg4-EFB1-NRg-5	YCR016Wg4	EFB1-NRg-5	yes	double
17405	YCR016Wg4-EFB1-NRg-4	YCR016Wg4	EFB1-NRg-4	yes	double
17406	YCR016Wg4-RPT3-NRg-1	YCR016Wg4	RPT3-NRg-1	yes	double
17407	YCR016Wg4-SAC6-TRg-8	YCR016Wg4	SAC6-TRg-8	yes	double
17408	YCR016Wg4-SAC6-TRg-4	YCR016Wg4	SAC6-TRg-4	yes	double
17409	YCR016Wg4-SAC6-TRg-5	YCR016Wg4	SAC6-TRg-5	yes	double
17410	YCR016Wg4-SAC6-TRg-3	YCR016Wg4	SAC6-TRg-3	yes	double
17411	YCR016Wg4-DIM1-TRg-5	YCR016Wg4	DIM1-TRg-5	yes	double
17412	YCR016Wg4-DIM1-TRg-7	YCR016Wg4	DIM1-TRg-7	yes	double
17413	YCR016Wg4-RPC17-NRg-1	YCR016Wg4	RPC17-NRg-1	yes	double
17414	YCR016Wg4-RPC17-NRg-2	YCR016Wg4	RPC17-NRg-2	yes	double
17415	YCR016Wg4-YDR341C-TRg-1	YCR016Wg4	YDR341C-TRg-1	yes	double
17416	YCR016Wg4-RAP1-NRg-8	YCR016Wg4	RAP1-NRg-8	yes	double
17417	YCR016Wg4-RAP1-NRg-5	YCR016Wg4	RAP1-NRg-5	yes	double
17418	YCR016Wg4-RAP1-NRg-2	YCR016Wg4	RAP1-NRg-2	yes	double
17419	YCR016Wg4-SEC26-NRg-3	YCR016Wg4	SEC26-NRg-3	yes	double
