"strain"	"query"	"array"	"r1"	"r2"	"r3"	"mean"	"sd"	"gi_score"
"PRE7g7-RRP12-NRg-1"	"PRE7g7-RRP12-NRg-1"	"PRE7g7"	"RRP12-NRg-1"	0.727932232949685	0.651587282584082	0.660719830725459	0.680079782086409	0.0416922492689634	0.0700558647477683
"PRE7g7-RSC6-TRg-2"	"PRE7g7-RSC6-TRg-2"	"PRE7g7"	"RSC6-TRg-2"	0.552808531645195	0.666676294599369	0.512892392426598	0.577459072890387	0.0798004325153179	0.0697707930595591
"PRE7g7-CDC25-TRg-1"	"PRE7g7-CDC25-TRg-1"	"PRE7g7"	"CDC25-TRg-1"	0.374445787498352	0.580906756042781	0.32567321156145	0.427008585034194	0.13549234783087	-0.0263667764511713
"PRE7g7-CDC25-TRg-9"	"PRE7g7-CDC25-TRg-9"	"PRE7g7"	"CDC25-TRg-9"	0.119237495911216	0.130571440446094	0.086228021976873	0.112012319444728	0.0230377314771448	-0.193805236505753
"PRE7g7-YPP1-NRg-3"	"PRE7g7-YPP1-NRg-3"	"PRE7g7"	"YPP1-NRg-3"	0.485402185947607	0.607358558643962	0.509163105070839	0.533974616554136	0.0646532871312619	0.0597842834522839
"PRE7g7-NFS1-NRg-9"	"PRE7g7-NFS1-NRg-9"	"PRE7g7"	"NFS1-NRg-9"	0.487965272662829	0.555230850826197	0.497112453753777	0.513436192414268	0.0364830485884202	-0.0229255522185177
"PRE7g7-NFS1-NRg-8"	"PRE7g7-NFS1-NRg-8"	"PRE7g7"	"NFS1-NRg-8"	0.639786857276912	0.663683094893557	0.507989595657398	0.603819849275956	0.0838470969950992	0.0571414475620259
"PRE7g7-UBA2-TRg-1"	"PRE7g7-UBA2-TRg-1"	"PRE7g7"	"UBA2-TRg-1"	0.705947301801497	0.669069888911498	0.566475312876373	0.647164167863122	0.0722703561958109	-0.00388432024720975
"PRE7g7-ARP2-NRg-3"	"PRE7g7-ARP2-NRg-3"	"PRE7g7"	"ARP2-NRg-3"	0.128925944639202	0.128223362546939	0.275817890969281	0.177655732718474	0.085011648553251	-0.0637577552992788
"PRE7g7-MAK16-TRg-1"	"PRE7g7-MAK16-TRg-1"	"PRE7g7"	"MAK16-TRg-1"	0.595810769222929	0.590059844531402	0.524517869612602	0.570129494455644	0.0396053471682637	0.0697432310032337
"PRE7g7-CEP3-NRg-1"	"PRE7g7-CEP3-NRg-1"	"PRE7g7"	"CEP3-NRg-1"	0.343218731029223	0.497658815485434	0.403520087074058	0.414799211196238	0.0778353962052811	-0.0466857009656618
"PRE7g7-GUK1-TRg-5"	"PRE7g7-GUK1-TRg-5"	"PRE7g7"	"GUK1-TRg-5"	0.740182772743637	0.675312978437268	0.666890658120592	0.694128803100499	0.0401056100788593	0.0574170140179138
"PRE7g7-GUK1-TRg-2"	"PRE7g7-GUK1-TRg-2"	"PRE7g7"	"GUK1-TRg-2"	0.598838516151089	0.650443041550213	0.550411044861074	0.599897534187459	0.0500244063413553	0.00254356777693254
"PRE7g7-GPI12-NRg-6"	"PRE7g7-GPI12-NRg-6"	"PRE7g7"	"GPI12-NRg-6"	0.491836316868046	0.402423434317472	0.386800683495989	0.427020144893836	0.0566733596838086	-0.0777974330789234
"PRE7g7-RPS5-NRg-5"	"PRE7g7-RPS5-NRg-5"	"PRE7g7"	"RPS5-NRg-5"	0.306453663144246	0.534027138778438	0.202669031549876	0.34771661115752	0.169489002491558	-0.172129349768374
"PRE7g7-RPS5-NRg-2"	"PRE7g7-RPS5-NRg-2"	"PRE7g7"	"RPS5-NRg-2"	0.55363174098973	0.700938661927584	0.513346564530874	0.589305655816063	0.0987530753987011	-0.0309486138286901
"PRE7g7-RPC19-NRg-1"	"PRE7g7-RPC19-NRg-1"	"PRE7g7"	"RPC19-NRg-1"	0.662190789868054	0.617311638040811	0.585111653573489	0.621538027160785	0.0387129834386878	0.0678267845646896
"PRE7g7-TIM54-TRg-1"	"PRE7g7-TIM54-TRg-1"	"PRE7g7"	"TIM54-TRg-1"	0.753953565756319	0.779485197993775	0.583100363901753	0.705513042550616	0.106778340414475	0.0225531429383961
"PRE7g7-TEN1-TRg-2"	"PRE7g7-TEN1-TRg-2"	"PRE7g7"	"TEN1-TRg-2"	0.560431212901881	0.678423286779976	0.443771784931342	0.5608754282044	0.117326381625707	0.0694740669292354
"PRE7g7-SAH1-NRg-4"	"PRE7g7-SAH1-NRg-4"	"PRE7g7"	"SAH1-NRg-4"	0.604006115596954	0.606608803563705	0.607485171232138	0.606033363464266	0.00180950421641034	0.0733089832474449
"PRE7g7-SAH1-NRg-5"	"PRE7g7-SAH1-NRg-5"	"PRE7g7"	"SAH1-NRg-5"	0.69803900761898	0.596596124560371	0.573361621720952	0.622665584633435	0.0663010195997559	0.106677686538825
"PRE7g7-SAH1-NRg-3"	"PRE7g7-SAH1-NRg-3"	"PRE7g7"	"SAH1-NRg-3"	0.668349690689491	0.731030703452311	0.544108849912292	0.647829748018032	0.0951354080673389	0.11266832754483
"PRE7g7-ATP15-NRg-5"	"PRE7g7-ATP15-NRg-5"	"PRE7g7"	"ATP15-NRg-5"	0.503671499980454	0.549078713969579	0.526688891636806	0.52647970186228	0.0227043297816712	0.0901878156298047
"PRE7g7-SCD5-TRg-5"	"PRE7g7-SCD5-TRg-5"	"PRE7g7"	"SCD5-TRg-5"	0.510892591896997	0.587682383977725	0.413822944051842	0.504132639975522	0.0871266258116365	0.0383318520371698
"PRE7g7-ARB1-NRg-2"	"PRE7g7-ARB1-NRg-2"	"PRE7g7"	"ARB1-NRg-2"	0.627223424582825	0.741871728603628	0.530498411306906	0.63319785483112	0.105813232531895	0.0086072682881938
"PRE7g7-ARB1-NRg-4"	"PRE7g7-ARB1-NRg-4"	"PRE7g7"	"ARB1-NRg-4"	0.628889649010857	0.700061792035204	0.629861026999096	0.652937489348386	0.0408137332473783	-0.0241681896788138
"PRE7g7-PUP2-TRg-1"	"PRE7g7-PUP2-TRg-1"	"PRE7g7"	"PUP2-TRg-1"	0.483785435696905	0.58766701718082	0.521076657551029	0.530843036809585	0.0526249215274119	0.0313004194131686
"PRE7g7-CCT8-TRg-2"	"PRE7g7-CCT8-TRg-2"	"PRE7g7"	"CCT8-TRg-2"	NA	NA	NA	NA	NA	NA
"PRE7g7-MCM4-TRg-1"	"PRE7g7-MCM4-TRg-1"	"PRE7g7"	"MCM4-TRg-1"	0.619201152187228	0.447077797131228	0.496648329460477	0.520975759592978	0.0886029357954478	0.0588846195391562
"PRE7g7-LSM4-TRg-1"	"PRE7g7-LSM4-TRg-1"	"PRE7g7"	"LSM4-TRg-1"	0.656765366641534	0.653569186867401	0.60141737460485	0.637250642704595	0.0310736418579844	-0.0549238612384332
"PRE7g7-NOP53-NRg-1"	"PRE7g7-NOP53-NRg-1"	"PRE7g7"	"NOP53-NRg-1"	0.469437577483825	0.495098824423428	0.408599613531338	0.457712005146197	0.0444257262880674	-0.023642551757932
"PRE7g7-ATP3-TRg-4"	"PRE7g7-ATP3-TRg-4"	"PRE7g7"	"ATP3-TRg-4"	0.529960468111787	0.5548136641464	0.587761026275975	0.557511719511388	0.0289945815297846	-0.020921763776074
"PRE7g7-AFG2-NRg-3"	"PRE7g7-AFG2-NRg-3"	"PRE7g7"	"AFG2-NRg-3"	0.712089515238086	0.684246075471386	0.651003621068176	0.682446403925883	0.0305826867669947	-0.0171281939786312
"PRE7g7-PRO3-NRg-3"	"PRE7g7-PRO3-NRg-3"	"PRE7g7"	"PRO3-NRg-3"	0.730734715837534	0.497393389570823	0.583344871138688	0.603824325515682	0.118011015056483	-0.0775907352220043
"PRE7g7-NRD1-NRg-10"	"PRE7g7-NRD1-NRg-10"	"PRE7g7"	"NRD1-NRg-10"	0.581651735737513	0.496109211156048	0.517655125726973	0.531805357540178	0.0444921641777316	0.109354698313101
"PRE7g7-SEC61-TRg-2"	"PRE7g7-SEC61-TRg-2"	"PRE7g7"	"SEC61-TRg-2"	0.639749150799824	0.698428237373709	0.588329157310972	0.642168848494835	0.0550894096933948	-0.0067704006753595
"PRE7g7-RHO3-TRg-4"	"PRE7g7-RHO3-TRg-4"	"PRE7g7"	"RHO3-TRg-4"	0.703936600670462	0.659753604187365	0.647246543399388	0.670312249419072	0.0297834583317017	0.0275299475507708
"PRE7g7-SNF2-TRg-6"	"PRE7g7-SNF2-TRg-6"	"PRE7g7"	"SNF2-TRg-6"	0.711978587591821	0.754102034229712	0.535906450260968	0.6673290240275	0.115747638683165	-0.016386485190916
"PRE7g7-SMD2-NRg-3"	"PRE7g7-SMD2-NRg-3"	"PRE7g7"	"SMD2-NRg-3"	0.554802158300585	0.807519249697021	0.474888595583139	0.612403334526915	0.173635277639798	0.0257607258713791
"PRE7g7-RSC4-TRg-2"	"PRE7g7-RSC4-TRg-2"	"PRE7g7"	"RSC4-TRg-2"	0.71134405887044	0.691993622943975	0.510860787799728	0.638066156538048	0.110587134059641	0.0635662350123258
"PRE7g7-RSC4-TRg-1"	"PRE7g7-RSC4-TRg-1"	"PRE7g7"	"RSC4-TRg-1"	0.615895701122459	0.753679182051141	0.560726393183387	0.643433758785662	0.099380345883165	0.195511216733851
"PRE7g7-TIF34-TRg-2"	"PRE7g7-TIF34-TRg-2"	"PRE7g7"	"TIF34-TRg-2"	0.392476044684133	0.408739944214338	0.254931003829221	0.352048997575897	0.0844988588030438	-0.00934094536523356
"PRE7g7-BET1-NRg-1"	"PRE7g7-BET1-NRg-1"	"PRE7g7"	"BET1-NRg-1"	0.528602719226771	0.583921611674049	0.444731686469521	0.519085339123447	0.0700813399745888	0.0821687188523058
"PRE7g7-CDC8-NRg-2"	"PRE7g7-CDC8-NRg-2"	"PRE7g7"	"CDC8-NRg-2"	0.65115265309768	0.706376315936566	0.640102833194702	0.665877267409649	0.0355056943131835	-0.0314577560031417
"PRE7g7-PRP42-TRg-2"	"PRE7g7-PRP42-TRg-2"	"PRE7g7"	"PRP42-TRg-2"	0.715601960184932	0.602676029436204	0.736051765140553	0.684776584920563	0.0718326147290419	0.0689174268957745
"PRE7g7-RRB1-TRg-2"	"PRE7g7-RRB1-TRg-2"	"PRE7g7"	"RRB1-TRg-2"	0.568353770366897	0.713098666895383	0.611687085792653	0.631046507684978	0.0742890414513766	-0.0424250969395893
"PRE7g7-SPC24-TRg-1"	"PRE7g7-SPC24-TRg-1"	"PRE7g7"	"SPC24-TRg-1"	0.448693712694508	0.620655648992996	0.39650180574004	0.488617055809181	0.11728870941125	-0.0193454566177886
"PRE7g7-ILS1-NRg-1"	"PRE7g7-ILS1-NRg-1"	"PRE7g7"	"ILS1-NRg-1"	0.693787320811649	0.687764639934892	0.578275634751101	0.653275865165881	0.0650218739574485	0.044931420116421
"PRE7g7-GFA1-TRg-2"	"PRE7g7-GFA1-TRg-2"	"PRE7g7"	"GFA1-TRg-2"	0.648128236398304	0.5417026054325	0.551162793332044	0.580331211720949	0.0589041696749905	0.0157458106844024
"PRE7g7-SEC21-NRg-10"	"PRE7g7-SEC21-NRg-10"	"PRE7g7"	"SEC21-NRg-10"	0.546185653540624	0.682493594441411	0.497303381636068	0.575327543206034	0.0959728661116012	0.122102095502909
"PRE7g7-RPC10-NRg-1"	"PRE7g7-RPC10-NRg-1"	"PRE7g7"	"RPC10-NRg-1"	0.400098216383409	0.544761740719628	0.42341947252834	0.456093143210459	0.0776695589354455	0.0187745966081231
"PRE7g7-RPB10-TRg-3"	"PRE7g7-RPB10-TRg-3"	"PRE7g7"	"RPB10-TRg-3"	0.486274246493384	0.745578056210293	0.538304571509396	0.590052291404357	0.137178665685198	0.0818317867988887
"PRE7g7-RPB10-TRg-2"	"PRE7g7-RPB10-TRg-2"	"PRE7g7"	"RPB10-TRg-2"	0.53538252217769	0.620939564426828	0.538965097602685	0.565095728069067	0.0483953433300476	-0.00520996593885725
"PRE7g7-YNL181W-TRg-1"	"PRE7g7-YNL181W-TRg-1"	"PRE7g7"	"YNL181W-TRg-1"	0.641913952006815	0.715222113439214	0.538086502886514	0.631740856110848	0.0890049158280085	0.0708594283590753
"PRE7g7-RAD3-NRg-1"	"PRE7g7-RAD3-NRg-1"	"PRE7g7"	"RAD3-NRg-1"	0.652331282344349	0.70862993292489	0.669091346155654	0.676684187141631	0.0289071434074037	0.0254319692263657
"PRE7g7-NOP10-TRg-1"	"PRE7g7-NOP10-TRg-1"	"PRE7g7"	"NOP10-TRg-1"	0.649481744756531	0.682209666598103	0.598046225036105	0.643245878796913	0.0424268280936689	0.0833518377857336
"PRE7g7-BFR2-TRg-3"	"PRE7g7-BFR2-TRg-3"	"PRE7g7"	"BFR2-TRg-3"	0.562291111597967	0.584434492996542	0.524400312333308	0.557041972309272	0.030359361149908	0.0110394544980295
"PRE7g7-MCM2-TRg-6"	"PRE7g7-MCM2-TRg-6"	"PRE7g7"	"MCM2-TRg-6"	0.61711387744899	0.617290610898752	0.609331649742432	0.614578712696725	0.00454494894501548	-0.0478140932650681
"PRE7g7-MCM2-TRg-4"	"PRE7g7-MCM2-TRg-4"	"PRE7g7"	"MCM2-TRg-4"	0.586665266385303	0.74023357100692	0.653502860152153	0.660133899181458	0.0769985977472678	0.0166210981804563
"PRE7g7-MPP10-TRg-1"	"PRE7g7-MPP10-TRg-1"	"PRE7g7"	"MPP10-TRg-1"	0.434118616965575	0.463678499618658	0.43947778484476	0.445758300476331	0.0157489784768672	-0.0544842315560444
"PRE7g7-RET2-TRg-4"	"PRE7g7-RET2-TRg-4"	"PRE7g7"	"RET2-TRg-4"	0.499640689886837	0.606154817832389	0.458193727201575	0.5213297449736	0.0763277958418984	0.122947359945279
"PRE7g7-RET2-TRg-1"	"PRE7g7-RET2-TRg-1"	"PRE7g7"	"RET2-TRg-1"	0.613123931297815	0.648611052365855	0.479705430761605	0.580480138141758	0.0890589140742861	0.176869904893776
"PRE7g7-RPS2-NRg-1"	"PRE7g7-RPS2-NRg-1"	"PRE7g7"	"RPS2-NRg-1"	0.362704385744326	0.301863981470101	0.403911672077365	0.356160013097264	0.0513376508965566	-0.105407221432471
"PRE7g7-RPS2-NRg-2"	"PRE7g7-RPS2-NRg-2"	"PRE7g7"	"RPS2-NRg-2"	0.24102994011124	0.363791384009603	0.238134112296639	0.280985145472494	0.0717269217949674	-0.140798356726452
"PRE7g7-ORC4-NRg-3"	"PRE7g7-ORC4-NRg-3"	"PRE7g7"	"ORC4-NRg-3"	0.582889637112576	0.609223803146211	0.571344791665504	0.58781941064143	0.0194147335282567	-0.0378910330104063
"PRE7g7-TIP20-TRg-7"	"PRE7g7-TIP20-TRg-7"	"PRE7g7"	"TIP20-TRg-7"	0.712280610618735	0.745041096589949	0.541087564608179	0.666136423938954	0.1095272809633	0.0312593283861828
"PRE7g7-SMT3-TRg-1"	"PRE7g7-SMT3-TRg-1"	"PRE7g7"	"SMT3-TRg-1"	0.574297655928616	0.631140719911347	0.447843159296582	0.551093845045515	0.0938259642180933	-0.0596647764978768
"PRE7g7-MSS18-NRg-6"	"PRE7g7-MSS18-NRg-6"	"PRE7g7"	"MSS18-NRg-6"	0.566487493272934	0.731773191057754	0.672038993014023	0.656766559114904	0.0836945392540994	0.00323516593779483
"PRE7g7-YEF3-NRg-9"	"PRE7g7-YEF3-NRg-9"	"PRE7g7"	"YEF3-NRg-9"	0.200396126017084	0.185316339689038	0.0872566582409663	0.15765637464903	0.0614324022131373	-0.066394891546723
"PRE7g7-ASK1-NRg-1"	"PRE7g7-ASK1-NRg-1"	"PRE7g7"	"ASK1-NRg-1"	0.477073431718354	0.579226195554471	0.416706395968073	0.491002007746966	0.0821503209795271	-0.101653514742358
"PRE7g7-SMC1-TRg-1"	"PRE7g7-SMC1-TRg-1"	"PRE7g7"	"SMC1-TRg-1"	0.505476616475681	0.480426606238685	0.223664047764958	0.403189090159774	0.155976941848351	-0.100012024719385
"PRE7g7-NIP1-NRg-1"	"PRE7g7-NIP1-NRg-1"	"PRE7g7"	"NIP1-NRg-1"	0.651892697180926	0.637861356292488	0.424544015581899	0.571432689685105	0.127402635634551	-0.0107617563199428
"PRE7g7-RPP1-NRg-1"	"PRE7g7-RPP1-NRg-1"	"PRE7g7"	"RPP1-NRg-1"	0.464803893555616	0.713864607924329	0.594894370521011	0.591187624000319	0.124571725675572	-0.0151458252781425
"PRE7g7-YDJ1-TRg-6"	"PRE7g7-YDJ1-TRg-6"	"PRE7g7"	"YDJ1-TRg-6"	0.56677413810752	0.467164807566916	0.373489608770915	0.469142851481783	0.0966574457220708	-0.030445491753089
"PRE7g7-SUB2-NRg-1"	"PRE7g7-SUB2-NRg-1"	"PRE7g7"	"SUB2-NRg-1"	0.699343990652568	0.678153970030052	0.555072962021671	0.644190307568097	0.0779017342645623	0.0227683366662204
"PRE7g7-TIM10-NRg-8"	"PRE7g7-TIM10-NRg-8"	"PRE7g7"	"TIM10-NRg-8"	0.627131661199682	0.586617814979467	0.624201286860255	0.612650254346468	0.0225923150205936	0.00890273272561271
"PRE7g7-TIM10-NRg-4"	"PRE7g7-TIM10-NRg-4"	"PRE7g7"	"TIM10-NRg-4"	0.612309079037451	0.580308531496359	0.573643110627428	0.588753573720413	0.0206701072057156	-0.0315974574766682
"PRE7g7-TIM10-NRg-7"	"PRE7g7-TIM10-NRg-7"	"PRE7g7"	"TIM10-NRg-7"	0.598321965148173	0.56980055555209	0.57717952572575	0.581767348808671	0.0148038438189894	-0.0124500776961786
"PRE7g7-SKI6-TRg-4"	"PRE7g7-SKI6-TRg-4"	"PRE7g7"	"SKI6-TRg-4"	0.640096615205834	0.781995438899266	0.535597946477012	0.652563333527371	0.123670915607814	0.0723153255977765
"PRE7g7-TUB4-TRg-1"	"PRE7g7-TUB4-TRg-1"	"PRE7g7"	"TUB4-TRg-1"	0.684636513201722	0.559094409398483	0.506023916580832	0.583251613060346	0.0917240033169331	-0.0307588948312222
"PRE7g7-CDC37-NRg-2"	"PRE7g7-CDC37-NRg-2"	"PRE7g7"	"CDC37-NRg-2"	0.598003310157464	0.712534039451995	0.578278663968196	0.629605337859218	0.0724923622026543	0.0213256947256758
"PRE7g7-ISD11-TRg-3"	"PRE7g7-ISD11-TRg-3"	"PRE7g7"	"ISD11-TRg-3"	0.676088185921404	0.74548193985077	0.615439714527306	0.679003280099827	0.0650701039058758	0.0801314858874599
"PRE7g7-YOS1-TRg-4"	"PRE7g7-YOS1-TRg-4"	"PRE7g7"	"YOS1-TRg-4"	0.547679166559863	0.548523771487414	0.582569547008059	0.559590828351779	0.0199046344524151	-0.0801796777153313
"PRE7g7-SSC1-TRg-6"	"PRE7g7-SSC1-TRg-6"	"PRE7g7"	"SSC1-TRg-6"	0.470522123973935	0.59461446379659	0.472200072468232	0.512445553412919	0.0711653093369036	-0.00855212937815741
"PRE7g7-MTR3-TRg-5"	"PRE7g7-MTR3-TRg-5"	"PRE7g7"	"MTR3-TRg-5"	0.606956694248209	0.754084872837415	0.568356090354126	0.643132552479917	0.0980067074224088	0.0650747868494927
"PRE7g7-MTR3-TRg-6"	"PRE7g7-MTR3-TRg-6"	"PRE7g7"	"MTR3-TRg-6"	0.700256520337861	0.703501931177231	0.666562005873726	0.690106819129606	0.0204548734124601	0.0191060314531619
"PRE7g7-TFA1-TRg-2"	"PRE7g7-TFA1-TRg-2"	"PRE7g7"	"TFA1-TRg-2"	0.528040001240588	0.637182094341453	0.554848984798372	0.573357026793471	0.0568762677702991	0.0215680526752934
"PRE7g7-CDC3-NRg-3"	"PRE7g7-CDC3-NRg-3"	"PRE7g7"	"CDC3-NRg-3"	0.617953833891822	0.502074867286133	0.412896496579183	0.510975065919046	0.102817985042581	-0.0515099711790326
"PRE7g7-ERG25-TA-18"	"PRE7g7-ERG25-TA-18"	"PRE7g7"	"ERG25-TA-18"	0.604068193888888	0.676414951412825	0.494289718073977	0.591590954458563	0.0917014791730956	0.125125883338565
"PRE7g7-RPB11-TRg-4"	"PRE7g7-RPB11-TRg-4"	"PRE7g7"	"RPB11-TRg-4"	0.594966679457776	0.618059818762677	0.58856989502284	0.600532131081097	0.0155127234673349	-0.00906689086356693
