"strain"	"gi_score_method1"	"zscore_method1"	"gi_score_method2"	"qval_method2"
"1"	"PRE7g7-RPL15A-NRg-4"	NA	NA	NA	NA
"2"	"PRE7g7-RPL15A-NRg-5"	0.0273536032495831	0.305102907653213	0.0280420035240987	0.594172167973109
"3"	"PRE7g7-KRE33-TRg-1"	-0.0286137237333226	-0.41124773598857	-0.0276784082752393	0.742042603962911
"4"	"PRE7g7-PMI40-NRg-1"	0.0113803982288355	0.100654771312351	0.0125701081875423	0.935548371875351
"5"	"PRE7g7-NOP19-NRg-3"	-0.00248347824627504	-0.0767951333319963	-0.00154202128104449	0.994922289340333
"6"	"PRE7g7-SRP14-NRg-4"	-0.00791411769317796	-0.146304296497205	-0.0068600487803591	0.981111028195232
"7"	"PRE7g7-SEC27-TRg-2"	0.0253022025383511	0.278846120004464	0.025410195145948	0.923948819272438
"8"	"PRE7g7-GPI14-TRg-3"	0.0513262618103764	0.611939598193644	0.0520431816315273	0.803655639754027
"9"	"PRE7g7-PAH1-TRg-7"	0.113123153800053	1.40290543019394	0.112819531760617	0.267932760835055
"10"	"PRE7g7-PAH1-TRg-6"	0.0593622726399707	0.714796065357968	0.0589562947508593	0.664351101104181
"11"	"PRE7g7-PAH1-TRg-5"	0.175045634411841	2.19547872667634	0.175212548860651	0.486126976739684
"12"	"PRE7g7-PAH1-TRg-3"	0.141883354710369	1.77101999888979	0.142678875265316	0.500188785817541
"13"	"PRE7g7-COG3-TRg-1"	-0.0111804109214446	-0.188111032364834	-0.0104705965817297	0.959384189752488
"14"	"PRE7g7-HTS1-NRg-5"	0.0644278231792914	0.779632293651499	0.0651811427775159	0.537019964080473
"15"	"PRE7g7-MSN5-TRg-7"	NA	NA	NA	NA
"16"	"PRE7g7-ERG26-TRg-1"	-0.0570785123583871	-0.775581191808611	-0.0562020752957133	0.785371454392714
"17"	"PRE7g7-SMD2-TRg-5"	0.0178675568794942	0.18368679240968	0.0187350020502284	0.930300996105429
"18"	"PRE7g7-SMD2-TRg-4"	0.106378343689439	1.31657561377345	0.107471720981215	0.49130340211054
"19"	"PRE7g7-SMD2-TRg-1"	0.0500263815980768	0.595301854764832	0.0513212539145575	0.740065013263567
"20"	"PRE7g7-PRE7-TRg-4"	-0.0940095103918922	-1.24827741722805	-0.0934623632617217	0.66577477749785
"21"	"PRE7g7-PRE7-TRg-7"	-0.152405754396576	-1.99571684723325	-0.151099299868832	0.287016789250954
"22"	"PRE7g7-SEC6-TRg-3"	-0.00136935963804541	-0.0625350350724823	-0.00053022427311078	0.997683837927966
"23"	"PRE7g7-ESF2-NRg-1"	NA	NA	NA	NA
"24"	"PRE7g7-ESF2-NRg-3"	0.0144003763143072	0.139308810408635	0.0151627372804052	0.876526367676536
"25"	"PRE7g7-AFG2-TRg-2"	0.0478408384191114	0.567328118169604	0.049025674516001	0.830287570165562
"26"	"PRE7g7-RRP36-TRg-3"	-0.00917353215166006	-0.162424100793397	-0.0084402427354426	0.978527363893263
"27"	"PRE7g7-RRP36-TRg-5"	0.0214152339786655	0.229095085255268	0.0225359577748042	0.763876616870642
"28"	"PRE7g7-GCR1-NRg-2"	-0.00312571755641045	-0.0850154391423501	-0.00245338823653529	0.985312402136905
"29"	"PRE7g7-PRE4-NRg-4"	-0.093514897476905	-1.24194664713226	-0.0930273047190707	0.523331738946498
