"strain"	"gi_score_method1"	"zscore_method1"	"gi_score_method2"	"qval_method2"
"102"	"PRE7g7-MSS18-NRg-6"	0.00323516593779483	-0.00359966978470165	0.00277866852563465	0.994242373181667
"103"	"PRE7g7-YEF3-NRg-9"	-0.066394891546723	-0.89482566153313	-0.0640867432287625	0.492691620179828
"104"	"PRE7g7-ASK1-NRg-1"	-0.101653514742358	-1.34611641958257	-0.101558476736719	0.300592592777924
"105"	"PRE7g7-SMC1-TRg-1"	-0.100012024719385	-1.3251062606581	-0.0992471038216492	0.615247068427079
"106"	"PRE7g7-NIP1-NRg-1"	-0.0107617563199428	-0.182752486416392	-0.0110041769726194	0.918754672623093
"107"	"PRE7g7-RPP1-NRg-1"	-0.0151458252781425	-0.238866129666418	-0.0148724004889339	0.904193310301443
"108"	"PRE7g7-YDJ1-TRg-6"	-0.030445491753089	-0.434693347396149	-0.0300702792953053	0.791067131164152
"109"	"PRE7g7-SUB2-NRg-1"	0.0227683366662204	0.246414046752919	0.0227998640773798	0.814280918735112
"110"	"PRE7g7-TIM10-NRg-8"	0.00890273272561271	0.0689420315114167	0.0088043795014241	0.963517682031772
"111"	"PRE7g7-TIM10-NRg-4"	-0.0315974574766682	-0.449437867672975	-0.03133111989923	0.548468581582826
"112"	"PRE7g7-TIM10-NRg-7"	-0.0124500776961786	-0.204362060604384	-0.0124353226902192	0.823383405914257
"113"	"PRE7g7-SKI6-TRg-4"	0.0723153255977765	0.880587935787735	0.0720227409266933	0.565746001960176
"114"	"PRE7g7-TUB4-TRg-1"	-0.0307588948312222	-0.438704732410277	-0.0302074452677524	0.809929061712722
"115"	"PRE7g7-CDC37-NRg-2"	0.0213256947256758	0.22794903263907	0.0223166236646484	0.805314276940958
"116"	"PRE7g7-ISD11-TRg-3"	0.0801314858874599	0.980630438372005	0.079646376315271	0.25847668075318
"117"	"PRE7g7-YOS1-TRg-4"	-0.0801796777153313	-1.07126325426224	-0.0804411689294863	0.498179569842687
"118"	"PRE7g7-SSC1-TRg-6"	-0.00855212937815741	-0.154470491057928	-0.00779301577586528	0.847774742531314
"119"	"PRE7g7-MTR3-TRg-5"	0.0650747868494927	0.787913068641934	0.0649835066195275	0.535268131755749
"120"	"PRE7g7-MTR3-TRg-6"	0.0191060314531619	0.199538577831767	0.0188568342125462	0.708099912483806
"121"	"PRE7g7-TFA1-TRg-2"	0.0215680526752934	0.231051079539635	0.021601563908396	0.808096118159455
"122"	"PRE7g7-CDC3-NRg-3"	-0.0515099711790326	-0.704306963200289	-0.0511202761529985	0.72988079098796
"123"	"PRE7g7-ERG25-TA-18"	0.125125883338565	1.55653368964248	0.125008380358483	0.23648178879926
"124"	"PRE7g7-RPB11-TRg-4"	-0.00906689086356693	-0.161059151643911	-0.00876405061403425	0.774224277310268
"125"	"PRE7g7-RPB11-TRg-1"	-0.0125906808323521	-0.206161702512004	-0.0116151567763125	0.924965594663546
"126"	"PRE7g7-RPB11-TRg-2"	0.0280751407355529	0.31433818599059	0.0290358367490614	0.469135795462273
"127"	"PRE7g7-DED1-TRg-3"	-0.00442682571389408	-0.101668899586256	-0.00429901748184678	0.879161908343018
"128"	"PRE7g7-DED1-TRg-1"	-0.0211698859282208	-0.315970754036611	-0.0207138133644137	0.507906341961783
"129"	"PRE7g7-DED1-TRg-6"	-0.0211450695785392	-0.315653118569177	-0.0209246993294566	0.802580425672026
"130"	"PRE7g7-DED1-TRg-4"	0.0821412557900855	1.0063543748351	0.0825139685127155	0.338964130521332
"131"	"PRE7g7-RPL10-NRg-5"	-0.011516215515368	-0.192409144316266	-0.0117034053118417	0.833467249206961
"132"	"PRE7g7-RPL10-NRg-4"	0.0180211605793966	0.185652834299164	0.0182860623210774	0.910823493579229
"133"	"PRE7g7-EFB1-NRg-1"	0.0290275010387052	0.326527867951824	0.0286801594961234	0.863951706631235
"134"	"PRE7g7-EFB1-NRg-5"	0.000247489353532915	-0.0418402676389319	0.000150307500185187	0.95969614803757
"135"	"PRE7g7-EFB1-NRg-4"	0.0898452055540453	1.10496064512709	0.0905424340969393	0.44850776485726
"136"	"PRE7g7-RPT3-NRg-1"	-0.144212436175993	-1.89084693299437	-0.143836223665468	0.304290596220128
"137"	"PRE7g7-SAC6-TRg-8"	-0.222095780892892	-2.88771040896431	-0.222232448879611	0.203259133577921
"138"	"PRE7g7-SAC6-TRg-4"	-0.144987925820412	-1.90077276893945	-0.145244955656093	0.458887229065244
"139"	"PRE7g7-SAC6-TRg-5"	-0.0793400203050832	-1.06051610661923	-0.0793270999666507	0.609735845705375
"140"	"PRE7g7-SAC6-TRg-3"	-0.112040935412231	-1.47906962431422	-0.112824289478436	0.562011986194394
"141"	"PRE7g7-DIM1-TRg-5"	0.0463664418781742	0.548456662839852	0.0469536148638824	0.582672742948875
"142"	"PRE7g7-DIM1-TRg-7"	-0.0499631692988945	-0.68450875981706	-0.0503257682041554	0.588790306053667
"143"	"PRE7g7-RPC17-NRg-1"	0.0387252930558454	0.450654209656591	0.0393681704023761	0.678339826663841
"144"	"PRE7g7-RPC17-NRg-2"	0.075099173345141	0.916219637945574	0.0753940221686268	0.152230709807946
"145"	"PRE7g7-YDR341C-TRg-1"	0.076154424711096	0.929726268259304	0.0779352839552744	0.314709205047762
"146"	"PRE7g7-RAP1-NRg-8"	-0.0993221291839927	-1.31627598168168	-0.0998351103651822	0.456071531053255
"147"	"PRE7g7-RAP1-NRg-5"	-0.0559334501640292	-0.760925032864507	-0.055095990387339	0.433139946611836
"148"	"PRE7g7-RAP1-NRg-2"	0.0180133603772262	0.185552996051627	0.0176209796755563	0.77839353582125
"149"	"PRE7g7-SEC26-NRg-3"	0.0371923538093605	0.431033440270577	0.0371875180805752	0.496501192796303
"150"	"PRE7g7-SPP41-TRg-3"	-0.00249860764752791	-0.0769887812496236	-0.00174838964449063	0.922120648264696
"151"	"PRE7g7-TAP42-NRg-1"	0.0211578650437398	0.225800906095278	0.0207658456827911	0.87327299282507
"152"	"PRE7g7-PGA2-TRg-6"	-0.0472737888580456	-0.650086186618447	-0.0472101646006552	0.639527872871226
"153"	"PRE7g7-BRL1-TRg-1"	-0.0251721081649957	-0.367196971722277	-0.0235356933995233	0.446778500780666
"154"	"PRE7g7-FOL2-TRg-1"	0.016767653042201	0.169608635308668	0.0166484989627622	0.906974461601731
"155"	"PRE7g7-NAB3-NRg-5"	0.0780839008191292	0.954422488829266	0.0779371692977419	0.418072638018268
"156"	"PRE7g7-SNF4-TRg-4"	0.0385076844349161	0.447868940392037	0.0395482237251032	0.686960670692624
"157"	"PRE7g7-HRR25-TRg-2"	-0.117790169644256	-1.55265662345421	-0.116707222045476	0.478711118070027
"158"	"PRE7g7-TRS23-TRg-4"	0.0633043193907434	0.765252070306079	0.0645452874275757	0.316109937855614
"159"	"PRE7g7-CTR86-TRg-4"	-0.0560916538622561	-0.76294995217298	-0.0562419397780795	0.595113151666197
